	source	target	source_entity	target_entity	source_span	target_span	dialogue_id	turn_id	utterance_type	source_word_span
235	The UV intensity will be high, so please prepare sun protection.	자외선 강도가 강할 예정이니 자외선 차단제를 준비해 주세요.	['The UV intensity will be high,']	['자외선 강도가 강할 예정']	[[0, 30]]	[[0, 13]]	weather_goal_3-46###734	2	system	[[0, 6]]
236	How about the wind force and direction? If it's windy, I will put on more clothes to keep warm.	풍력과 풍향은 어떤가요? 바람이 많이 분다면 옷을 더 입어서 몸을 따뜻하게 해야겠어요.	[]	[]	[]	[]	weather_goal_3-46###734	3	user	[]
237	It will be northwest force 3-4, you better be careful.	강도 3-4의 북서풍이 예상되니 조심하시는 게 좋겠습니다.	['northwest force 3-4,']	['강도 3-4의 북서풍']	[[11, 31]]	[[0, 11]]	weather_goal_3-46###734	3	system	[[3, 6]]
238	Please help me check the weather for next Wednesday.	다음 주 수요일 날씨 확인을 도와주세요.	['next Wednesday.']	['다음 주 수요일']	[[37, 52]]	[[0, 8]]	weather_goal_3-46###734	4	user	[[7, 9]]
239	It will be sunny and then cloudy next Wednesday in Beijing.	다음 주 수요일 베이징은 맑은 후 흐릴 예정입니다.	['sunny and then cloudy', 'next Wednesday', 'Beijing.']	['맑은 후 흐릴', '다음 주 수요일', '베이징']	[[11, 32], [33, 47], [51, 59]]	[[14, 21], [0, 8], [9, 12]]	weather_goal_3-46###734	4	system	[[3, 7], [7, 9], [10, 11]]
240	And the temperature? How many degrees?	기온은요? 몇 도인가요?	[]	[]	[]	[]	weather_goal_3-46###734	5	user	[]
241	The maximum temperature will be 8 degrees Celsius, and the minimum temperature will be −5 degrees Celsius. It will be cold, so please keep yourself warm.	최고 기온은 섭씨 8도 그리고 최저 기온은 섭씨 영하 5도입니다. 추울 예정이니 옷 따뜻하게 입으세요.	['The maximum temperature will be 8 degrees Celsius, and the minimum temperature will be −5 degrees Celsius.']	['최고 기온은 섭씨 8도 그리고 최저 기온은 섭씨 영하 5도입니다.']	[[0, 106]]	[[0, 36]]	weather_goal_3-46###734	5	system	[[0, 17]]
242	Ok, thanks. I will confirm the schedule of my trip later, bye.	네, 감사합니다. 나중에 제 여행 일정을 확정할게요, 안녕히 계세요.	[]	[]	[]	[]	weather_goal_3-46###734	6	user	[]
243	That's all right, goodbye!	괜찮습니다, 안녕히 가세요!	[]	[]	[]	[]	weather_goal_3-46###734	6	system	[]
244	Hello, how much is the ticket for Xishan Island Scenic Area?	안녕하세요, 서산도 풍경구 입장료가 얼마인가요?	['Xishan Island Scenic Area?']	['서산도 풍경구']	[[34, 60]]	[[7, 14]]	attraction_restaurant_goal_4-17###5160	0	user	[[7, 11]]
245	45 yuan.	45위안입니다.	['45 yuan.']	['45위안']	[[0, 8]]	[[0, 4]]	attraction_restaurant_goal_4-17###5160	0	system	[[0, 2]]
246	Is it a fun place to visit? Does it have a high rating?	방문하기에 재미있는 곳인가요? 평점은 높은가요?	[]	[]	[]	[]	attraction_restaurant_goal_4-17###5160	1	user	[]
247	It's got a rating of 4.4 and it is a nice place for sightseeing.	평점은 4.4점이고 관광하기에 좋은 곳입니다.	['4.4']	['4.4점']	[[21, 24]]	[[4, 8]]	attraction_restaurant_goal_4-17###5160	1	system	[[5, 6]]
248	I heard that the directly-operated Chongqing De Zhuang Hot Pot has nice hot pots and how about its rating?	충칭 더 주앙 훠궈 본사 직영점이 훠궈 맛집이라고 들었는데 평점은 어떤가요?	['Chongqing De Zhuang Hot Pot']	['충칭 더 주앙 훠궈']	[[35, 62]]	[[0, 10]]	attraction_restaurant_goal_4-17###5160	2	user	[[5, 10]]
249	It's got a rating of 4.5, which is quite high, you can give it a try.	4.5점으로 꽤 높으니 한 번 드셔보세요.	['4.5,']	['4.5점']	[[21, 25]]	[[0, 4]]	attraction_restaurant_goal_4-17###5160	2	system	[[5, 6]]
250	Ok, so where is it?	알겠습니다, 그래서 어디에 있나요?	[]	[]	[]	[]	attraction_restaurant_goal_4-17###5160	3	user	[]
251	It is at No. S3015, 3F of Wanbao Plaza, Songling Town.	쑹링 마을 완보 플라자 3층 S3015호에 있습니다.	['It is at No. S3015, 3F of Wanbao Plaza, Songling Town.']	['쑹링 마을 완보 플라자 3층 S3015호에 있습니다.']	[[0, 54]]	[[0, 29]]	attraction_restaurant_goal_4-17###5160	3	system	[[0, 11]]
252	Alright, got it. Thank you so much, bye.	네, 알겠습니다. 매우 감사합니다, 안녕히 계세요.	[]	[]	[]	[]	attraction_restaurant_goal_4-17###5160	4	user	[]
253	That's ok.	네.	[]	[]	[]	[]	attraction_restaurant_goal_4-17###5160	4	system	[]
254	Hello! I'm from out-of-town and here in Suzhou on a trip with my family! We're staying in Wuzhong District and I want to find a restaurant where we can have some delicious Northwest cuisine. The price does not matter. Could you recommend a restaurant?	안녕하세요! 저는 시외에서 왔고 제 가족과 여기 쑤저우로 여행을 왔습니다! 저희는 우중구에 머무르고 있고 맛있는 북서부 요리를 먹을 수 있는 식당을 찾고 싶습니다. 가격은 상관 없습니다. 식당을 추천해 주실 수 있나요?	['Suzhou', 'Wuzhong District', 'Northwest cuisine.']	['쑤저우', '우중구', '북서부 요리']	[[40, 46], [90, 106], [172, 190]]	[[27, 30], [46, 49], [63, 69]]	restaurant_goal_1-32###289	0	user	[[7, 8], [17, 19], [32, 34]]
255	Ok, I recommend you go to Yangguanguren Restaurant.	네, 양광구런 식당을 추천합니다.	['Yangguanguren Restaurant.']	['양광구런 식당']	[[26, 51]]	[[3, 10]]	restaurant_goal_1-32###289	0	system	[[6, 8]]
256	Fine, any recommendations at this restaurant? Where is it?	좋습니다, 이 식당에서 추천 메뉴가 있나요? 어디에 있나요?	[]	[]	[]	[]	restaurant_goal_1-32###289	1	user	[]
257	I recommend fried mutton with shallot. The restaurant is on the 3F floor, just beside the lift of CR Vanguard, No. 128, Jiuhua Road.	샬롯을 곁들인 양고기 튀김을 추천합니다. 식당은 지우화로 128호 CR 뱅가드 엘리베이터 바로 옆 3층에 있습니다.	['fried mutton with shallot.', 'the 3F floor, just beside the lift of CR Vanguard, No. 128, Jiuhua Road.']	['샬롯을 곁들인 양고기 튀김', '지우화로 128호 CR 뱅가드 엘리베이터 바로 옆 3층']	[[12, 38], [60, 132]]	[[0, 14], [27, 57]]	restaurant_goal_1-32###289	1	system	[[2, 6], [10, 24]]
258	Is there a direct subway to it? It would be great if there was!	그곳으로 바로 가는 지하철이 있나요? 있다면 매우 좋을텐데요!	[]	[]	[]	[]	restaurant_goal_1-32###289	2	user	[]
259	Sorry, there is no direct subway.	죄송하지만, 바로 가는 지하철은 없습니다.	['no']	['없습니다.']	[[16, 18]]	[[18, 23]]	restaurant_goal_1-32###289	2	system	[[3, 4]]
260	That's too bad! Thanks for your help anyway, bye!	안타깝네요! 아무튼 도와주셔서 감사합니다, 안녕히 계세요!	[]	[]	[]	[]	restaurant_goal_1-32###289	3	user	[]
261	My pleasure, goodbye.	천만에요, 안녕히 가세요.	[]	[]	[]	[]	restaurant_goal_1-32###289	3	system	[]
262	Hello, I'm looking for a cheaper scenic area, preferably a water town. Any recommendations?	안녕하세요, 더 저렴한 풍경구를 찾고 있는데, 가급적이면 수향마을이면 좋겠습니다. 추천해 주실 수 있나요?	['cheaper', 'water town.']	['더 저렴한', '수향마을']	[[25, 32], [59, 70]]	[[7, 12], [32, 36]]	attraction_hotel_goal_3-14_v2###2085	0	user	[[5, 6], [10, 12]]
263	You could go to Mudu Town. It's not too expensive.	무두 마을에 가실 수 있습니다. 많이 비싸지 않아요.	['Mudu Town.']	['무두 마을']	[[16, 26]]	[[0, 5]]	attraction_hotel_goal_3-14_v2###2085	0	system	[[4, 6]]
264	Ok, how about its rating?	알겠습니다, 평점은 어떤가요?	[]	[]	[]	[]	attraction_hotel_goal_3-14_v2###2085	1	user	[]
265	It's got a rating of 4.4.	평점은 4.4점입니다.	['4.4.']	['4.4점']	[[21, 25]]	[[4, 8]]	attraction_hotel_goal_3-14_v2###2085	1	system	[[5, 6]]
266	Anything special to see there?	그곳에 특별한 볼거리가 있나요?	[]	[]	[]	[]	attraction_hotel_goal_3-14_v2###2085	2	user	[]
267	The key feature of it is the garden. You can visit classical gardens such as Yanjia Garden, go on a boat ride and enjoy the flowing water.	그곳의 주요한 특징은 정원입니다. 얀지아 정원 등 고전적인 정원을 방문할 수 있고, 배를 타고 흐르는 물을 즐길 수도 있습니다.	['The key feature of it is the garden.', 'You can visit classical gardens such as Yanjia Garden, go on a boat ride and enjoy the flowing water.', 'The key feature of it is the garden. You can visit classical gardens such as Yanjia Garden, go on a boat ride and enjoy the flowing water.']	['그곳의 주요한 특징은 정원입니다.', '얀지아 정원 등 고전적인 정원을 방문할 수 있고, 배를 타고 흐르는 물을 즐길 수도 있습니다.', '그곳의 주요한 특징은 정원입니다. 얀지아 정원 등 고전적인 정원을 방문할 수 있고, 배를 타고 흐르는 물을 즐길 수도 있습니다.']	[[0, 36], [37, 138], [0, 138]]	[[0, 18], [19, 71], [0, 71]]	attraction_hotel_goal_3-14_v2###2085	2	system	[[0, 8], [8, 27], [0, 27]]
268	Great, I'm looking forward to it. And please help me find a moderately priced resort hotel. I want a king-size room.	좋습니다, 기대되네요. 그리고 적당한 가격의 관광 호텔을 찾을 수 있게 도와주세요. 킹사이즈 객실을 원합니다.	['moderately priced', 'resort hotel.', 'king-size room.']	['적당한 가격의', '관광 호텔', '킹사이즈 객실']	[[60, 77], [78, 91], [101, 116]]	[[17, 24], [25, 30], [47, 54]]	attraction_hotel_goal_3-14_v2###2085	3	user	[[12, 14], [14, 16], [19, 21]]
269	I would recommend Jinling Nanlin Hotel. It has very good service.	진링 난린 호텔을 추천합니다. 서비스가 매우 좋아요.	['Jinling Nanlin Hotel.']	['진링 난린 호텔']	[[18, 39]]	[[0, 8]]	attraction_hotel_goal_3-14_v2###2085	3	system	[[3, 6]]
270	Do you have to pay for parking there?	그곳에 주차하려면 돈을 내야 하나요?	[]	[]	[]	[]	attraction_hotel_goal_3-14_v2###2085	4	user	[]
271	The parking lot is free.	주차는 무료입니다.	['free.']	['무료']	[[19, 24]]	[[4, 6]]	attraction_hotel_goal_3-14_v2###2085	4	system	[[4, 5]]
272	Ok, could you tell me its address?	네, 그곳의 주소를 말씀해 주실 수 있나요?	[]	[]	[]	[]	attraction_hotel_goal_3-14_v2###2085	5	user	[]
273	It is at No. 20, Gunxiufang, Shiquan Street, Gusu District, Suzhou.	쑤저우시 구수구 스취안가 군씨우팡 20호에 있습니다.	['No. 20, Gunxiufang, Shiquan Street, Gusu District, Suzhou.']	['쑤저우시 구수구 스취안가 군씨우팡 20호']	[[9, 67]]	[[0, 22]]	attraction_hotel_goal_3-14_v2###2085	5	system	[[3, 11]]
274	Ok. No further questions. Thanks for your service. Bye!	알겠습니다. 더 이상 질문은 없습니다. 감사합니다. 안녕히 계세요!	[]	[]	[]	[]	attraction_hotel_goal_3-14_v2###2085	6	user	[]
275	You're welcome. Have a nice day!	천만에요. 좋은 하루 되세요!	[]	[]	[]	[]	attraction_hotel_goal_3-14_v2###2085	6	system	[]
276	Hi, I get bored staying home on weekends and I'm looking for a nice TV show. Could you recommend an American science fiction TV show from the 2010s?	안녕하세요, 주말에 집에서 시간을 보내는게 지루해서 괜찮은 TV 프로그램을 찾고 있습니다. 2010년대 미국 공상 과학 TV 프로그램을 추천해 주실 수 있나요?	['American', 'science fiction TV show', '2010s?']	['미국', '공상 과학 TV 프로그램', '2010년대']	[[100, 108], [109, 132], [142, 148]]	[[58, 60], [61, 74], [51, 57]]	tv_goal_1-57_v2###9567	0	user	[[20, 21], [21, 25], [27, 28]]
277	No problem. I recommend the first season of Westworld.	물론이죠. 웨스트 월드의 첫 번째 시즌을 추천합니다.	['the first season of Westworld.']	['웨스트 월드의 첫 번째 시즌']	[[24, 54]]	[[6, 21]]	tv_goal_1-57_v2###9567	0	system	[[4, 9]]
278	How about the runtime for each episode? Does it have a high Douban rating?	각 회차별 러닝 타임은 얼마나 되나요? Douban 평점이 높은가요?	[]	[]	[]	[]	tv_goal_1-57_v2###9567	1	user	[]
279	Its Douban rating is 8.9 and each episode runs for 60 minutes.	Douban 평점은 8.9점이고 각 에피소드는 60분입니다.	['8.9', '60 minutes.']	['8.9점', '60분']	[[21, 24], [51, 62]]	[[11, 15], [26, 29]]	tv_goal_1-57_v2###9567	1	system	[[4, 5], [10, 12]]
280	And who's the director?	그러면 누가 감독인가요?	[]	[]	[]	[]	tv_goal_1-57_v2###9567	2	user	[]
281	The director is Jonathan Nolan.	조나단 놀란이 감독입니다.	['Jonathan Nolan.']	['조나단 놀란']	[[16, 31]]	[[0, 6]]	tv_goal_1-57_v2###9567	2	system	[[3, 5]]
282	Ok. Thanks a lot, bye!	알겠습니다. 대단히 감사합니다, 안녕히 계세요!	[]	[]	[]	[]	tv_goal_1-57_v2###9567	3	user	[]
283	My pleasure, goodbye!	천만에요, 안녕히 가세요!	[]	[]	[]	[]	tv_goal_1-57_v2###9567	3	system	[]
284	Hi, I'm Suzhou but I'm from out-of-town. I'm looking for a nice restaurant serving Jiangsu-Zhejiang cuisine in Suzhou New District.	안녕하세요, 저는 쑤저우 출신이지만 시외에서 왔습니다. 쑤저우 신구에서 장쑤성-저장성 요리를 제공하는 좋은 식당을 찾고 있습니다.	['Suzhou', 'Jiangsu-Zhejiang cuisine', 'Suzhou New District.', 'Suzhou']	['쑤저우', '장쑤성-저장성 요리', '쑤저우 신구', '쑤저우']	[[8, 14], [83, 107], [111, 131], [111, 117]]	[[10, 13], [40, 50], [31, 37], [31, 34]]	restaurant_hotel_goal_1-6_v2###2035	0	user	[[2, 3], [14, 16], [17, 20], [2, 3]]
285	In this area, I would recommend Dream of Taoyuan, it meets your needs.	그 지역에서는 타오위안의 꿈을 추천합니다, 당신의 요구 사항에 맞는 곳이에요.	['Dream of Taoyuan,']	['타오위안의 꿈']	[[32, 49]]	[[8, 15]]	restaurant_hotel_goal_1-6_v2###2035	0	system	[[6, 9]]
286	How about its opening hours?	영업 시간은 어떻게 되나요?	[]	[]	[]	[]	restaurant_hotel_goal_1-6_v2###2035	1	user	[]
287	It's open 10:00-21:30, Monday to Sunday.	월요일부터 일요일까지 오전 10시부터 오후 9시 반까지 영업합니다.	['10:00-21:30, Monday to Sunday.']	['월요일부터 일요일까지 오전 10시부터 오후 9시 반까지']	[[10, 40]]	[[0, 30]]	restaurant_hotel_goal_1-6_v2###2035	1	system	[[2, 6]]
288	Does it have a high rating?	평점이 높은가요?	[]	[]	[]	[]	restaurant_hotel_goal_1-6_v2###2035	2	user	[]
289	It's got a quite high rating of 4.5.	4.5점으로 꽤 높은 평점입니다.	['4.5.']	['4.5점']	[[32, 36]]	[[0, 4]]	restaurant_hotel_goal_1-6_v2###2035	2	system	[[7, 8]]
290	I want to find a 5-star hotel nearby.	근처에 있는 5성급 호텔을 찾고 싶습니다.	['5-star']	['5성급']	[[17, 23]]	[[7, 10]]	restaurant_hotel_goal_1-6_v2###2035	3	user	[[5, 6]]
291	New City Grand Rezen Hotel may be a good choice.	뉴 시티 그랜드 리젠 호텔이 아마 좋은 선택이 될 것입니다.	['New City Grand Rezen Hotel']	['뉴 시티 그랜드 리젠 호텔']	[[0, 26]]	[[0, 14]]	restaurant_hotel_goal_1-6_v2###2035	3	system	[[0, 5]]
292	And I prefer a king-size room.	그리고 저는 킹사이즈 객실을 선호합니다.	['king-size room.']	['킹사이즈 객실']	[[15, 30]]	[[7, 14]]	restaurant_hotel_goal_1-6_v2###2035	4	user	[[4, 6]]
293	It does have king-size rooms.	킹사이즈 객실이 있습니다.	['king-size rooms.']	['킹사이즈 객실']	[[13, 29]]	[[0, 7]]	restaurant_hotel_goal_1-6_v2###2035	4	system	[[3, 5]]
294	What's the phone number of this hotel?	그 호텔의 전화번호가 무엇인가요?	[]	[]	[]	[]	restaurant_hotel_goal_1-6_v2###2035	5	user	[]
295	Its phone number is 0512-68182888.	전화번호는 0512-68182888입니다.	['0512-68182888.']	['0512-68182888']	[[20, 34]]	[[6, 19]]	restaurant_hotel_goal_1-6_v2###2035	5	system	[[4, 5]]
296	How about its address?	주소는 어떻게 되나요?	[]	[]	[]	[]	restaurant_hotel_goal_1-6_v2###2035	6	user	[]
297	It is located on No. 1, Shishan Road, Suzhou New District, Suzhou.	쑤저우시 쑤저우 신구 스샨로 1호에 위치해 있습니다.	['No. 1, Shishan Road, Suzhou New District, Suzhou.', 'Suzhou New District,']	['쑤저우시 쑤저우 신구 스샨로 1호', '쑤저우 신구']	[[17, 66], [38, 58]]	[[0, 18], [5, 11]]	restaurant_hotel_goal_1-6_v2###2035	6	system	[[4, 12], [8, 11]]
298	Thank you, bye.	감사합니다, 안녕히 계세요.	[]	[]	[]	[]	restaurant_hotel_goal_1-6_v2###2035	7	user	[]
299	Not at all, bye.	아니에요, 안녕히 가세요.	[]	[]	[]	[]	restaurant_hotel_goal_1-6_v2###2035	7	system	[]
300	Hi, I'm in Suzhou with my friends and I heard that Suzhou Marriott Hotel Taihu Lake is a pretty good hotel. Does it have king-size rooms?	안녕하세요, 저는 친구와 쑤저우에 있고 쑤저우 메리어트 호텔 타이후 레이크가 꽤 좋은 호텔이라고 들었습니다. 킹사이즈 객실이 있나요?	['Suzhou', 'Suzhou Marriott Hotel Taihu Lake', 'king-size rooms?', 'Suzhou']	['쑤저우', '쑤저우 메리어트 호텔 타이후 레이크', '킹사이즈 객실', '쑤저우']	[[11, 17], [51, 83], [121, 137], [51, 57]]	[[14, 17], [22, 41], [61, 68], [22, 25]]	hotel_goal_3-36###5258	0	user	[[3, 4], [11, 16], [24, 26], [3, 4]]
301	Sure, it has king-size rooms.	물론이죠, 킹사이즈 객실이 있습니다.	['king-size rooms.']	['킹사이즈 객실']	[[13, 29]]	[[6, 13]]	hotel_goal_3-36###5258	0	system	[[3, 5]]
302	Good, where is the hotel? Do you know its phone number? I will call it later.	좋습니다, 호텔은 어디에 있나요? 전화번호를 아시나요? 제가 나중에 전화하려고 합니다.	[]	[]	[]	[]	hotel_goal_3-36###5258	1	user	[]
303	The hotel is at No. 6, Shuli Road, Suzhou Taihu National Tourism Vacation Zone, Wuzhong District, Suzhou. Here is the phone number, it's 0512-65693333.	호텔은 쑤저우시 우중구 타이후 국립 관광 휴가 구역 슈리로 6호에 있습니다. 여기요, 전화번호는 0512-65693333입니다.	['No. 6, Shuli Road, Suzhou Taihu National Tourism Vacation Zone, Wuzhong District, Suzhou.', '0512-65693333.']	['쑤저우시 우중구 타이후 국립 관광 휴가 구역 슈리로 6호', '0512-65693333']	[[16, 105], [137, 151]]	[[4, 35], [54, 67]]	hotel_goal_3-36###5258	1	system	[[4, 17], [23, 24]]
304	Ok, got it. By the way, is there a parking lot there?	네, 알겠습니다. 그런데, 거기에 주차장이 있나요?	[]	[]	[]	[]	hotel_goal_3-36###5258	2	user	[]
305	Yes, it has a free parking lot.	네, 무료 주차장이 있습니다.	['free']	['무료']	[[14, 18]]	[[3, 5]]	hotel_goal_3-36###5258	2	system	[[4, 5]]
306	Nice. Thank you for your information, bye!	좋네요. 정보 감사합니다, 안녕히 계세요!	[]	[]	[]	[]	hotel_goal_3-36###5258	3	user	[]
307	My pleasure, goodbye!	천만에요, 안녕히 가세요!	[]	[]	[]	[]	hotel_goal_3-36###5258	3	system	[]
308	Hi, I'm looking for a hot pot restaurant in Suzhou Industrial Park. Can you recommend one for me?	안녕하세요, 저는 쑤저우 공업원구에 있는 훠궈 식당을 찾고 있습니다. 제게 하나 추천해 주실 수 있나요?	['hot pot', 'Suzhou Industrial Park.']	['훠궈', '쑤저우 공업원구']	[[22, 29], [44, 67]]	[[23, 25], [10, 18]]	restaurant_goal_1-25_v2###7438	0	user	[[5, 7], [9, 12]]
309	Haidilao Hot Pot is a good choice.	하이디라오 훠궈가 좋은 선택입니다.	['Haidilao Hot Pot', 'Hot Pot']	['하이디라오 훠궈', '훠궈']	[[0, 16], [9, 16]]	[[0, 8], [6, 8]]	restaurant_goal_1-25_v2###7438	0	system	[[0, 3], [1, 3]]
310	What's the average spend?	평균 가격이 얼마인가요?	[]	[]	[]	[]	restaurant_goal_1-25_v2###7438	1	user	[]
311	It's 127 yuan per person.	일 인당 127위안입니다.	['127 yuan']	['127위안']	[[5, 13]]	[[5, 10]]	restaurant_goal_1-25_v2###7438	1	system	[[1, 3]]
312	Can you tell me the exact address, please?	정확한 주소를 말씀해 주실 수 있나요?	[]	[]	[]	[]	restaurant_goal_1-25_v2###7438	2	user	[]
313	It is on 4F of Saige Digital Plaza, No. 318, Suya Road.	슈야로 318호 세이지 디지털 플라자 4층에 있습니다.	['It is on 4F of Saige Digital Plaza, No. 318, Suya Road.']	['슈야로 318호 세이지 디지털 플라자 4층에 있습니다.']	[[0, 55]]	[[0, 30]]	restaurant_goal_1-25_v2###7438	2	system	[[0, 12]]
314	Any recommendations for this restaurant?	이 식당의 추천 메뉴가 있나요?	[]	[]	[]	[]	restaurant_goal_1-25_v2###7438	3	user	[]
315	It's recommended you give the tomato pot a try.	토마토탕을 드셔보는 것을 추천드립니다.	"[""It's recommended you give the tomato pot""]"	['토마토탕을 드셔보는 것을 추천드립니다.']	[[0, 40]]	[[0, 21]]	restaurant_goal_1-25_v2###7438	3	system	[[0, 7]]
316	Thanks for your service. Goodbye!	감사합니다. 안녕히 계세요!	[]	[]	[]	[]	restaurant_goal_1-25_v2###7438	4	user	[]
317	You're welcome!	천만에요!	[]	[]	[]	[]	restaurant_goal_1-25_v2###7438	4	system	[]
318	Hello, I've heard that Beijiang Restaurant in Suzhou is good. Could you help me check the average spend per person?	안녕하세요, 쑤저우에 있는 베이장 식당이 좋다고 들었습니다. 일 인당 가격이 얼마인지 확인하는 것을 도와주실 수 있나요?	['Suzhou']	['쑤저우']	[[46, 52]]	[[7, 10]]	restaurant_goal_3-32###5385	0	user	[[7, 8]]
319	It is 67 yuan per person.	일 인당 67위안입니다.	['67 yuan']	['67위안']	[[6, 13]]	[[5, 9]]	restaurant_goal_3-32###5385	0	system	[[2, 4]]
320	How about its opening hours?	영업 시간은 어떻게 되나요?	[]	[]	[]	[]	restaurant_goal_3-32###5385	1	user	[]
321	It's usually open 10:00-22:00, Monday to Sunday.	보통 월요일부터 일요일까지 오전 10시부터 오후 10시까지 영업합니다.	['open 10:00-22:00, Monday to Sunday.']	['월요일부터 일요일까지 오전 10시부터 오후 10시까지 영업']	[[13, 48]]	[[3, 35]]	restaurant_goal_3-32###5385	1	system	[[2, 7]]
322	What are its recommended dishes?	추천 요리는 무엇인가요?	[]	[]	[]	[]	restaurant_goal_3-32###5385	2	user	[]
323	Xinjiang Big Plate Chicken.	신장 다판지입니다.	['Xinjiang Big Plate Chicken.']	['신장 다판지']	[[0, 27]]	[[0, 6]]	restaurant_goal_3-32###5385	2	system	[[0, 4]]
324	Thanks a lot for your considerate services, bye.	세심한 서비스에 정말 감사드립니다, 안녕히 계세요.	[]	[]	[]	[]	restaurant_goal_3-32###5385	3	user	[]
325	It's my pleasure.	별 말씀을요.	[]	[]	[]	[]	restaurant_goal_3-32###5385	3	system	[]
326	Hello, I want to buy a 14-inch lightweight laptop from Lenovo, preferably with a memory capacity of 8GB.	안녕하세요, 레노버사의 14인치 경량 노트북을 구매하고 싶은데, 가급적이면 8GB의 메모리 용량이면 좋겠습니다.	['14-inch', 'lightweight laptop', '8GB.']	['14인치', '경량 노트북', '8GB']	[[23, 30], [31, 49], [100, 104]]	[[13, 17], [18, 24], [42, 45]]	PC_goal_2-50_v2###10456	0	user	[[6, 7], [7, 9], [17, 18]]
327	Hi, I recommend Lenovo 7000 Xiaoxin Chao.	안녕하세요, 레노버 7000 샤오신 차오를 추천드립니다.	['Lenovo 7000 Xiaoxin Chao.', 'Lenovo']	['레노버 7000 샤오신 차오', '레노버']	[[16, 41], [16, 22]]	[[7, 22], [7, 10]]	PC_goal_2-50_v2###10456	0	system	[[3, 7], [3, 4]]
328	How much is it?	얼마인가요?	[]	[]	[]	[]	PC_goal_2-50_v2###10456	1	user	[]
329	The Lenovo Xiaoxin Chao 7000 is 4,999 yuan.	레노버 샤오신 차오 7000은 4,999위안입니다. 	['The Lenovo Xiaoxin Chao 7000', '4,999 yuan.', 'Lenovo Xiaoxin Chao', 'Lenovo']	['레노버 샤오신 차오 7000', '4,999위안', '레노버 샤오신 차오', '레노버']	[[0, 28], [32, 43], [4, 23], [4, 10]]	[[0, 15], [17, 24], [0, 10], [0, 3]]	PC_goal_2-50_v2###10456	1	system	[[0, 5], [6, 8], [1, 4], [1, 2]]
330	What's its standby time?	대기 시간은 어느 정도인가요?	[]	[]	[]	[]	PC_goal_2-50_v2###10456	2	user	[]
331	The standby time of this laptop is over 9 hours.	이 노트북의 대기 시간은 9시간이 넘습니다.	['over 9 hours.']	['9시간이 넘습니다.']	[[35, 48]]	[[14, 24]]	PC_goal_2-50_v2###10456	2	system	[[7, 10]]
332	How about its performance when playing games?	게임 성능은 어떤가요?	[]	[]	[]	[]	PC_goal_2-50_v2###10456	3	user	[]
333	It has an entry-level performance for playing games.	보급형 게임 성능을 가지고 있습니다.	['entry-level']	['보급형']	[[10, 21]]	[[0, 3]]	PC_goal_2-50_v2###10456	3	system	[[3, 4]]
334	Thank you, I will think it over.	감사합니다, 생각해 볼게요.	[]	[]	[]	[]	PC_goal_2-50_v2###10456	4	user	[]
335	My pleasure. I'm glad to be at your service.	천만에요. 도움이 되어 기쁩니다.	[]	[]	[]	[]	PC_goal_2-50_v2###10456	4	system	[]
336	Hi, I'm spending my holiday at home, and I want to watch a movie from Taiwan, China. Wu Kang-Ren is my favorite actor, is there a movie starring him? Please recommend me a movie.	안녕하세요, 저는 휴가를 집에서 보내고 있는데 대만 영화를 보고 싶습니다. 오강인이 제가 가장 좋아하는 배우인데 그가 주연인 영화가 있나요? 영화를 추천해 주세요.	['Taiwan, China.', 'Wu Kang-Ren']	['대만', '오강인']	[[70, 84], [85, 96]]	[[26, 28], [42, 45]]	movie_goal_4-6_v2###9995	0	user	[[15, 17], [17, 19]]
337	Ok. I recommend The Bride. He's starring in it, I think you will like it.	네. 귀곡성 : 귀신을 부르는 소리를 추천합니다. 그가 주연인데, 마음에 드실 거예요.	['The Bride.']	['귀곡성 : 귀신을 부르는 소리']	[[16, 26]]	[[3, 19]]	movie_goal_4-6_v2###9995	0	system	[[3, 5]]
338	When did the movie premiere?	그 영화는 언제 개봉했나요?	[]	[]	[]	[]	movie_goal_4-6_v2###9995	1	user	[]
339	It premiered on August 20, 2015, in Taiwan, China.	대만에서 2015년 8월 20일에 개봉했습니다.	['Taiwan, China.', 'August 20, 2015,']	['대만', '2015년 8월 20일']	[[36, 50], [16, 32]]	[[0, 2], [5, 17]]	movie_goal_4-6_v2###9995	1	system	[[7, 9], [3, 6]]
340	Who else is starring in it? How long is the movie?	또 누가 출연하나요? 영화 상영 시간은 얼마나 되나요?	[]	[]	[]	[]	movie_goal_4-6_v2###9995	2	user	[]
341	In addition to the main actor Wu Kang-Ren, Hsieh Hsin-Ying, Tanaka Chie and Yen Cheng-Lan are also in it. It is 89 minutes.	주연 배우인 오강인 외에도 사흔영, 타나카 치에, 엄정란이 있습니다. 영화는 89분이에요.	['Wu Kang-Ren,', 'Hsieh Hsin-Ying, Tanaka Chie and Yen Cheng-Lan', '89 minutes.']	['오강인', '사흔영, 타나카 치에, 엄정란', '89분']	[[30, 42], [43, 89], [112, 123]]	[[7, 10], [15, 31], [43, 46]]	movie_goal_4-6_v2###9995	2	system	[[6, 8], [8, 15], [21, 23]]
342	Well, could you help me find a movie starring Ko Chen-Tung?	음, 가진동이 출연한 영화를 찾는 것을 도와주실 수 있나요?	['Ko Chen-Tung?']	['가진동']	[[46, 59]]	[[3, 6]]	movie_goal_4-6_v2###9995	3	user	[[9, 11]]
